76,58,3,6s1,XII,"",148.0,134.0,"calculated, ",0
77,58,4,5p6,VI,"",101.0,87.0,"from r^3 vs V plots, ",0
78,58,4,5p6,VIII,"",111.0,97.0,"from r^3 vs V plots, ",0
79,58,4,5p6,X,"",121.0,97.0,"from r^3 vs V plots, ",0
80,58,4,5p6,XII,"",128.0,114.0,"",0
81,98,3,6d1,VI,"",109.0,95.0,"from r^3 vs V plots, ",0
82,98,4,5f8,VI,"",96.1,82.1,"from r^3 vs V plots, ",0
83,98,4,5f8,VIII,"",106.0,92.0,"",0
84,17,-1,3p6,VI,"",167.0,181.0,"Pauling's (1960) crystal radius, ",0
85,17,5,3s2,IIIPY,"",26.0,12.0,"",0
86,17,7,2p6,IV,"",22.0,8.0,"",1
87,17,7,2p6,VI,"",41.0,27.0,"Ahrens (1952) ionic radius, ",0
88,96,3,5f7,VI,"",111.0,97.0,"from r^3 vs V plots, ",0
89,96,4,5f6,VI,"",99.0,85.0,"from r^3 vs V plots, ",0
90,96,4,5f6,VIII,"",109.0,95.0,"from r^3 vs V plots, ",0
91,27,2,3d7,IV,HS,72.0,58.0,"",0
92,27,2,3d7,V,"",81.0,67.0,"calculated, ",0
93,27,2,3d7,VI,LS,79.0,65.0,"from r^3 vs V plots, ",0
94,27,2,3d7,VI,HS,88.5,74.5,"from r^3 vs V plots, ",1
95,27,2,3d7,VIII,"",104.0,90.0,"",0
96,27,3,3d6,VI,LS,68.5,54.5,"from r^3 vs V plots, ",1
97,27,3,3d6,VI,HS,75.0,61.0,"",0
98,27,4,3d5,IV,"",54.0,40.0,"",0
99,27,4,3d5,VI,HS,67.0,53.0,"from r^3 vs V plots, ",0
100,24,2,3d4,VI,LS,87.0,73.0,"estimated, ",0
101,24,2,3d4,VI,HS,94.0,80.0,"from r^3 vs V plots, ",0
102,24,3,3d3,VI,"",75.5,61.5,"from r^3 vs V plots, ",1
103,24,4,3d2,IV,"",55.0,41.0,"",0
104,24,4,3d2,VI,"",69.0,55.0,"from r^3 vs V plots, ",0
105,24,5,3d1,IV,"",48.5,34.5,"from r^3 vs V plots, ",0
106,24,5,3d1,VI,"",63.0,49.0,"estimated, from r^3 vs V plots, ",0
107,24,5,3d1,VIII,"",71.0,57.0,"",0
108,24,6,3p6,IV,"",40.0,26.0,"",0
109,24,6,3p6,VI,"",58.0,44.0,"calculated, ",0
110,55,1,5p6,VI,"",181.0,167.0,"",0
111,55,1,5p6,VIII,"",188.0,174.0,"",0
112,55,1,5p6,IX,"",192.0,178.0,"",0
113,55,1,5p6,X,"",195.0,181.0,"",0
114,55,1,5p6,XI,"",199.0,185.0,"",0
115,55,1,5p6,XII,"",202.0,188.0,"",0
116,29,1,3d10,II,"",60.0,46.0,"",0
117,29,1,3d10,IV,"",74.0,60.0,"estimated, ",0
118,29,1,3d10,VI,"",91.0,77.0,"estimated, ",0
119,29,2,3d9,IV,"",71.0,57.0,"",0
120,29,2,3d9,IVSQ,"",71.0,57.0,"",1
121,29,2,3d9,V,"",79.0,65.0,"",1
122,29,2,3d9,VI,"",87.0,73.0,"",0
123,29,3,3d8,VI,LS,60.0,54.0,"",0
124,66,2,4f10,VI,"",121.0,107.0,"",0
125,66,2,4f10,VII,"",127.0,113.0,"",0
126,66,2,4f10,VIII,"",133.0,119.0,"",0
127,66,3,4f9,VI,"",105.2,91.2,"from r^3 vs V plots, ",0
128,66,3,4f9,VII,"",111.0,97.0,"",0
129,66,3,4f9,VIII,"",116.7,102.7,"from r^3 vs V plots, ",0
130,66,3,4f9,IX,"",122.3,108.3,"from r^3 vs V plots, ",0
131,68,3,4f11,VI,"",103.0,89.0,"from r^3 vs V plots, ",0
132,68,3,4f11,VII,"",108.5,94.5,"",0
133,68,3,4f11,VIII,"",114.4,100.4,"from r^3 vs V plots, ",0
134,68,3,4f11,IX,"",120.2,106.2,"from r^3 vs V plots, ",0
135,63,2,4f7,VI,"",131.0,117.0,"",0
136,63,2,4f7,VII,"",134.0,120.0,"",0
137,63,2,4f7,VIII,"",139.0,125.0,"",0
138,63,2,4f7,IX,"",144.0,130.0,"",0
139,63,2,4f7,X,"",149.0,135.0,"",0
140,63,3,4f6,VI,"",108.7,94.7,"from r^3 vs V plots, ",0
141,63,3,4f6,VII,"",115.0,101.0,"",0
142,63,3,4f6,VIII,"",120.6,106.6,"from r^3 vs V plots, ",0
143,63,3,4f6,IX,"",126.0,112.0,"from r^3 vs V plots, ",0
144,9,-1,2p6,II,"",114.5,128.5,"",0
145,9,-1,2p6,III,"",116.0,130.0,"",0
146,9,-1,2p6,IV,"",117.0,131.0,"",0
147,9,-1,2p6,VI,"",119.0,133.0,"",0
148,9,7,1s2,VI,"",22.0,8.0,"Ahrens (1952) ionic radius, ",0
149,26,2,3d6,IV,HS,77.0,63.0,"",0
150,26,2,3d6,IVSQ,HS,78.0,64.0,"",0
151,26,2,3d6,VI,LS,75.0,61.0,"estimated, ",0
152,26,2,3d6,VI,HS,92.0,78.0,"from r^3 vs V plots, ",1
153,26,2,3d6,VIII,HS,106.0,92.0,"calculated, ",0
154,26,3,3d5,IV,HS,63.0,49.0,"",1
155,26,3,3d5,V,"",72.0,58.0,"",0
156,26,3,3d5,VI,LS,69.0,55.0,"from r^3 vs V plots, ",0
157,26,3,3d5,VI,HS,78.5,64.5,"from r^3 vs V plots, ",1
158,26,3,3d5,VIII,HS,92.0,78.0,"",0
159,26,4,3d4,VI,"",72.5,58.5,"from r^3 vs V plots, ",0
160,26,6,3d2,IV,"",39.0,25.0,"from r^3 vs V plots, ",0
161,87,1,6p6,VI,"",194.0,180.0,"Ahrens (1952) ionic radius, ",0
162,31,3,3d10,IV,"",61.0,47.0,"",1
163,31,3,3d10,V,"",69.0,55.0,"",0
164,31,3,3d10,VI,"",76.0,62.0,"from r^3 vs V plots, ",1
165,64,3,4f7,VI,"",107.8,93.8,"from r^3 vs V plots, ",0
166,64,3,4f7,VII,"",114.0,100.0,"",0
167,64,3,4f7,VIII,"",119.3,105.3,"from r^3 vs V plots, ",0
168,64,3,4f7,IX,"",124.7,110.7,"from r^3 vs V plots, calculated, ",0
169,32,2,4s2,VI,"",87.0,73.0,"Ahrens (1952) ionic radius, ",0
170,32,4,3d10,IV,"",53.0,39.0,"",1
171,32,4,3d10,VI,"",67.0,53.0,"from r^3 vs V plots, ",1
172,1,1,1s0,I,"",-24.0,-38.0,"",0
173,1,1,1s0,II,"",-4.0,-18.0,"",0
174,72,4,4f14,IV,"",72.0,58.0,"from r^3 vs V plots, ",0
175,72,4,4f14,VI,"",85.0,71.0,"from r^3 vs V plots, ",0
176,72,4,4f14,VII,"",90.0,76.0,"",0
177,72,4,4f14,VIII,"",97.0,83.0,"",0
178,80,1,6s1,III,"",111.0,97.0,"",0
179,80,1,6s1,VI,"",133.0,119.0,"",0
180,80,2,5d10,II,"",83.0,69.0,"",0
181,80,2,5d10,IV,"",110.0,96.0,"",0
182,80,2,5d10,VI,"",116.0,102.0,"",0
183,80,2,5d10,VIII,"",128.0,114.0,"from r^3 vs V plots, ",0
184,67,3,4f10,VI,"",104.1,90.1,"from r^3 vs V plots, ",0
185,67,3,4f10,VIII,"",115.5,101.5,"from r^3 vs V plots, ",0
186,67,3,4f10,IX,"",121.2,107.2,"from r^3 vs V plots, ",0
187,67,3,4f10,X,"",126.0,112.0,"",0
188,53,-1,5p6,VI,"",206.0,220.0,"Ahrens (1952) ionic radius, ",0
189,53,5,5s2,IIIPY,"",58.0,44.0,"",1
190,53,5,5s2,VI,"",109.0,95.0,"",0
191,53,7,4d10,IV,"",56.0,42.0,"",0
192,53,7,4d10,VI,"",67.0,53.0,"",0
193,49,3,4d10,IV,"",76.0,62.0,"",0
194,49,3,4d10,VI,"",94.0,80.0,"from r^3 vs V plots, ",1
195,49,3,4d10,VIII,"",106.0,92.0,"from r^3 vs V plots, calculated, ",0
196,77,3,5d6,VI,"",82.0,68.0,"estimated, ",0
197,77,4,5d5,VI,"",76.5,62.5,"from r^3 vs V plots, ",0
198,77,5,5d4,VI,"",71.0,57.0,"estimated, from metallic oxides, ",0
199,19,1,3p6,IV,"",151.0,137.0,"",0
200,19,1,3p6,VI,"",152.0,138.0,"",0
201,19,1,3p6,VII,"",160.0,146.0,"",0
202,19,1,3p6,VIII,"",165.0,151.0,"",0
203,19,1,3p6,IX,"",169.0,155.0,"",0
204,19,1,3p6,X,"",173.0,159.0,"",0
205,19,1,3p6,XII,"",178.0,164.0,"",0
206,57,3,4d10,VI,"",117.2,103.2,"from r^3 vs V plots, ",0
207,57,3,4d10,VII,"",124.0,110.0,"",0
208,57,3,4d10,VIII,"",130.0,116.0,"from r^3 vs V plots, ",0
209,57,3,4d10,IX,"",135.6,121.6,"from r^3 vs V plots, ",0
210,57,3,4d10,X,"",141.0,127.0,"",0
211,57,3,4d10,XII,"",150.0,136.0,"calculated, ",0
212,3,1,1s2,IV,"",73.0,59.0,"",1
213,3,1,1s2,VI,"",90.0,76.0,"",1
214,3,1,1s2,VIII,"",106.0,92.0,"calculated, ",0
215,71,3,4f14,VI,"",100.1,86.1,"from r^3 vs V plots, ",0
216,71,3,4f14,VIII,"",111.7,97.7,"from r^3 vs V plots, ",0
217,71,3,4f14,IX,"",117.2,103.2,"from r^3 vs V plots, ",0
218,12,2,2p6,IV,"",71.0,57.0,"",0
219,12,2,2p6,V,"",80.0,66.0,"",0
220,12,2,2p6,VI,"",86.0,72.0,"",1
221,12,2,2p6,VIII,"",103.0,89.0,"calculated, ",0
222,25,2,3d5,IV,HS,80.0,66.0,"",0
223,25,2,3d5,V,HS,89.0,75.0,"calculated, ",0
224,25,2,3d5,VI,LS,81.0,67.0,"estimated, ",0
225,25,2,3d5,VI,HS,97.0,83.0,"from r^3 vs V plots, ",1
226,25,2,3d5,VII,HS,104.0,90.0,"calculated, ",0
227,25,2,3d5,VIII,"",110.0,96.0,"from r^3 vs V plots, ",0
228,25,3,3d4,V,"",72.0,58.0,"",0
229,25,3,3d4,VI,LS,72.0,58.0,"from r^3 vs V plots, ",0
230,25,3,3d4,VI,HS,78.5,64.5,"from r^3 vs V plots, ",1
231,25,4,3d3,IV,"",53.0,39.0,"from r^3 vs V plots, ",0
232,25,4,3d3,VI,"",67.0,53.0,"from r^3 vs V plots, ",1
233,25,5,3d2,IV,"",47.0,33.0,"from r^3 vs V plots, ",0
234,25,6,3d1,IV,"",39.5,25.5,"",0
235,25,7,3p6,IV,"",39.0,25.0,"",0
236,25,7,3p6,VI,"",60.0,46.0,"Ahrens (1952) ionic radius, ",0
237,42,3,4d3,VI,"",83.0,69.0,"estimated, ",0
238,42,4,4d2,VI,"",79.0,65.0,"from r^3 vs V plots, from metallic oxides, ",0
239,42,5,4d1,IV,"",60.0,46.0,"from r^3 vs V plots, ",0
240,42,5,4d1,VI,"",75.0,61.0,"from r^3 vs V plots, ",0
241,42,6,4p6,IV,"",55.0,41.0,"from r^3 vs V plots, ",1
242,42,6,4p6,V,"",64.0,50.0,"",0
243,42,6,4p6,VI,"",73.0,59.0,"from r^3 vs V plots, ",1
244,42,6,4p6,VII,"",87.0,73.0,"",0
245,7,-3,2p6,IV,"",132.0,146.0,"",0
246,7,3,2s2,VI,"",30.0,16.0,"Ahrens (1952) ionic radius, ",0
247,7,5,1s2,III,"",4.4,-10.4,"",0
248,7,5,1s2,VI,"",27.0,13.0,"Ahrens (1952) ionic radius, ",0
249,11,1,2p6,IV,"",113.0,99.0,"",0
250,11,1,2p6,V,"",114.0,100.0,"",0
251,11,1,2p6,VI,"",116.0,102.0,"",0
252,11,1,2p6,VII,"",126.0,112.0,"",0
253,11,1,2p6,VIII,"",132.0,118.0,"",0
254,11,1,2p6,IX,"",138.0,124.0,"calculated, ",0
255,11,1,2p6,XII,"",153.0,139.0,"",0
256,41,3,4d2,VI,"",86.0,72.0,"",0
257,41,4,4d1,VI,"",82.0,68.0,"from r^3 vs V plots, estimated, ",0
258,41,4,4d1,VIII,"",93.0,79.0,"",0
259,41,5,4p6,IV,"",62.0,48.0,"calculated, ",0
260,41,5,4p6,VI,"",78.0,64.0,"",0
261,41,5,4p6,VII,"",83.0,69.0,"calculated, ",0
262,41,5,4p6,VIII,"",88.0,74.0,"",0
263,60,2,4f4,VIII,"",143.0,129.0,"",0
264,60,2,4f4,IX,"",149.0,135.0,"",0
265,60,3,4f3,VI,"",112.3,98.3,"from r^3 vs V plots, ",0
266,60,3,4f3,VIII,"",124.9,110.9,"from r^3 vs V plots, ",1
267,60,3,4f3,IX,"",130.3,116.3,"from r^3 vs V plots, ",0
268,60,3,4f3,XII,"",141.0,127.0,"estimated, ",0
269,28,2,3d8,IV,"",69.0,55.0,"",0
270,28,2,3d8,IVSQ,"",63.0,49.0,"",0
271,28,2,3d8,V,"",77.0,63.0,"estimated, ",0
272,28,2,3d8,VI,"",83.0,69.0,"from r^3 vs V plots, ",1
273,28,3,3d7,VI,LS,70.0,56.0,"from r^3 vs V plots, ",1
274,28,3,3d7,VI,HS,74.0,60.0,"estimated, ",0
275,28,4,3d6,VI,LS,62.0,48.0,"from r^3 vs V plots, ",0
276,102,2,5f14,VI,"",124.0,110.0,"estimated, ",0
277,93,2,5f5,VI,"",124.0,110.0,"",0
278,93,3,5f4,VI,"",115.0,101.0,"from r^3 vs V plots, ",0
279,93,4,5f3,VI,"",101.0,87.0,"from r^3 vs V plots, ",0
280,93,4,5f3,VIII,"",112.0,98.0,"from r^3 vs V plots, ",0
281,93,5,5f2,VI,"",89.0,75.0,"",0
282,93,6,5f1,VI,"",86.0,72.0,"from r^3 vs V plots, ",0
283,93,7,6p6,VI,"",85.0,71.0,"Ahrens (1952) ionic radius, ",0
284,8,-2,2p6,II,"",121.0,135.0,"",0
285,8,-2,2p6,III,"",122.0,136.0,"",0
286,8,-2,2p6,IV,"",124.0,138.0,"",0
287,8,-2,2p6,VI,"",126.0,140.0,"",0
288,8,-2,2p6,VIII,"",128.0,142.0,"",0
289,76,4,5d4,VI,"",77.0,63.0,"from r^3 vs V plots, from metallic oxides, ",0
290,76,5,5d3,VI,"",71.5,57.5,"estimated, ",0
291,76,6,5d2,V,"",63.0,49.0,"",0
292,76,6,5d2,VI,"",68.5,54.5,"estimated, ",0
293,76,7,5d1,VI,"",66.5,52.5,"estimated, ",0
294,76,8,5p6,IV,"",53.0,39.0,"",0
295,15,3,3s2,VI,"",58.0,44.0,"Ahrens (1952) ionic radius, ",0
296,15,5,2p6,IV,"",31.0,17.0,"",1
297,15,5,2p6,V,"",43.0,29.0,"",0
298,15,5,2p6,VI,"",52.0,38.0,"calculated, ",0
299,91,3,5f2,VI,"",118.0,104.0,"estimated, ",0
300,91,4,6d1,VI,"",104.0,90.0,"from r^3 vs V plots, ",0
301,91,4,6d1,VIII,"",115.0,101.0,"",0
302,91,5,6p6,VI,"",92.0,78.0,"",0
303,91,5,6p6,VIII,"",105.0,91.0,"",0
304,91,5,6p6,IX,"",109.0,95.0,"",0
305,82,2,6s2,IVPY,"",112.0,98.0,"calculated, ",0
306,82,2,6s2,VI,"",133.0,119.0,"",0
307,82,2,6s2,VII,"",137.0,123.0,"calculated, ",0
308,82,2,6s2,VIII,"",143.0,129.0,"calculated, ",0
309,82,2,6s2,IX,"",149.0,135.0,"calculated, ",0
310,82,2,6s2,X,"",154.0,140.0,"calculated, ",0
311,82,2,6s2,XI,"",159.0,145.0,"calculated, ",0
312,82,2,6s2,XII,"",163.0,149.0,"",0
313,82,4,5d10,IV,"",79.0,65.0,"estimated, ",0
314,82,4,5d10,V,"",87.0,73.0,"estimated, ",0
315,82,4,5d10,VI,"",91.5,77.5,"from r^3 vs V plots, ",0
316,82,4,5d10,VIII,"",108.0,94.0,"from r^3 vs V plots, ",0
317,46,1,4d9,II,"",73.0,59.0,"",0
318,46,2,4d8,IVSQ,"",78.0,64.0,"",0
319,46,2,4d8,VI,"",100.0,86.0,"",0
320,46,3,4d7,VI,"",90.0,76.0,"",0
321,46,4,4d6,VI,"",75.5,61.5,"from r^3 vs V plots, ",0
322,61,3,4f4,VI,"",111.0,97.0,"from r^3 vs V plots, ",0
323,61,3,4f4,VIII,"",123.3,109.3,"from r^3 vs V plots, ",0
324,61,3,4f4,IX,"",128.4,114.4,"from r^3 vs V plots, ",0
325,84,4,6s2,VI,"",108.0,94.0,"from r^3 vs V plots, ",0
326,84,4,6s2,VIII,"",122.0,108.0,"from r^3 vs V plots, ",0
327,84,6,5d10,VI,"",81.0,67.0,"Ahrens (1952) ionic radius, ",0
328,59,3,4f2,VI,"",113.0,99.0,"from r^3 vs V plots, ",0
329,59,3,4f2,VIII,"",126.6,112.6,"from r^3 vs V plots, ",0
330,59,3,4f2,IX,"",131.9,117.9,"from r^3 vs V plots, ",0
331,59,4,4f1,VI,"",99.0,85.0,"from r^3 vs V plots, ",0
332,59,4,4f1,VIII,"",110.0,96.0,"from r^3 vs V plots, ",0
333,78,2,5d8,IVSQ,"",74.0,60.0,"",0
334,78,2,5d8,VI,"",94.0,80.0,"Ahrens (1952) ionic radius, ",0
335,78,4,5d6,VI,"",76.5,62.5,"from r^3 vs V plots, ",0
336,78,5,5d5,VI,"",71.0,57.0,"estimated, from r^3 vs V plots, ",0
337,94,3,5f5,VI,"",114.0,100.0,"from r^3 vs V plots, ",0
338,94,4,5f4,VI,"",100.0,86.0,"from r^3 vs V plots, ",0
339,94,4,5f4,VIII,"",110.0,96.0,"",0
340,94,5,5f3,VI,"",88.0,74.0,"estimated, ",0
341,94,6,5f2,VI,"",85.0,71.0,"from r^3 vs V plots, ",0
342,88,2,6p6,VIII,"",162.0,148.0,"from r^3 vs V plots, ",0
343,88,2,6p6,XII,"",184.0,170.0,"from r^3 vs V plots, ",0
344,37,1,4p6,VI,"",166.0,152.0,"",0
345,37,1,4p6,VII,"",170.0,156.0,"",0
346,37,1,4p6,VIII,"",175.0,161.0,"",0
347,37,1,4p6,IX,"",177.0,163.0,"estimated, ",0
348,37,1,4p6,X,"",180.0,166.0,"",0
349,37,1,4p6,XI,"",183.0,169.0,"",0
350,37,1,4p6,XII,"",186.0,172.0,"",0
351,37,1,4p6,XIV,"",197.0,183.0,"",0
352,75,4,5d3,VI,"",77.0,63.0,"from r^3 vs V plots, from metallic oxides, ",0
353,75,5,5d2,VI,"",72.0,58.0,"estimated, ",0
354,75,6,5d1,VI,"",69.0,55.0,"estimated, ",0
355,75,7,5p6,IV,"",52.0,38.0,"",0
356,75,7,5p6,VI,"",67.0,53.0,"",0
357,45,3,4d6,VI,"",80.5,66.5,"from r^3 vs V plots, ",0
358,45,4,4d5,VI,"",74.0,60.0,"from r^3 vs V plots, from metallic oxides, ",0
359,45,5,4d4,VI,"",69.0,55.0,"",0
360,44,3,4d5,VI,"",82.0,68.0,"",0
361,44,4,4d4,VI,"",76.0,62.0,"from r^3 vs V plots, from metallic oxides, ",0
362,44,5,4d3,VI,"",70.5,56.5,"estimated, from r^3 vs V plots, ",0
363,44,7,4d1,IV,"",52.0,38.0,"",0
364,44,8,4p6,IV,"",50.0,36.0,"",0
365,16,-2,3p6,VI,"",170.0,184.0,"Pauling's (1960) crystal radius, ",0
366,16,4,3s2,VI,"",51.0,37.0,"Ahrens (1952) ionic radius, ",0
367,16,6,2p6,IV,"",26.0,12.0,"",1
368,16,6,2p6,VI,"",43.0,29.0,"calculated, ",0
369,51,3,5s2,IVPY,"",90.0,76.0,"",0
370,51,3,5s2,V,"",94.0,80.0,"",0
371,51,3,5s2,VI,"",90.0,76.0,"Ahrens (1952) ionic radius, ",0
372,51,5,4d10,VI,"",74.0,60.0,"",1
373,21,3,3p6,VI,"",88.5,74.5,"from r^3 vs V plots, ",1
374,21,3,3p6,VIII,"",101.0,87.0,"from r^3 vs V plots, ",1
375,34,-2,4p6,VI,"",184.0,198.0,"Pauling's (1960) crystal radius, ",0
376,34,4,4s2,VI,"",64.0,50.0,"Ahrens (1952) ionic radius, ",0
377,34,6,3d10,IV,"",42.0,28.0,"",1
378,34,6,3d10,VI,"",56.0,42.0,"calculated, ",0
379,14,4,2p6,IV,"",40.0,26.0,"",1
380,14,4,2p6,VI,"",54.0,40.0,"from r^3 vs V plots, ",1
381,62,2,4f6,VII,"",136.0,122.0,"",0
382,62,2,4f6,VIII,"",141.0,127.0,"",0
383,62,2,4f6,IX,"",146.0,132.0,"",0
384,62,3,4f5,VI,"",109.8,95.8,"from r^3 vs V plots, ",0
385,62,3,4f5,VII,"",116.0,102.0,"estimated, ",0
386,62,3,4f5,VIII,"",121.9,107.9,"from r^3 vs V plots, ",0
387,62,3,4f5,IX,"",127.2,113.2,"from r^3 vs V plots, ",0
388,62,3,4f5,XII,"",138.0,124.0,"calculated, ",0
389,50,4,4d10,IV,"",69.0,55.0,"from r^3 vs V plots, ",0
390,50,4,4d10,V,"",76.0,62.0,"calculated, ",0
391,50,4,4d10,VI,"",83.0,69.0,"from r^3 vs V plots, ",1
392,50,4,4d10,VII,"",89.0,75.0,"",0
393,50,4,4d10,VIII,"",95.0,81.0,"calculated, ",0
394,38,2,4p6,VI,"",132.0,118.0,"",0
395,38,2,4p6,VII,"",135.0,121.0,"",0
396,38,2,4p6,VIII,"",140.0,126.0,"",0
397,38,2,4p6,IX,"",145.0,131.0,"",0
398,38,2,4p6,X,"",150.0,136.0,"calculated, ",0
399,38,2,4p6,XII,"",158.0,144.0,"calculated, ",0
400,73,3,5d2,VI,"",86.0,72.0,"estimated, ",0
401,73,4,5d1,VI,"",82.0,68.0,"estimated, ",0
402,73,5,5p6,VI,"",78.0,64.0,"",0
403,73,5,5p6,VII,"",83.0,69.0,"",0
404,73,5,5p6,VIII,"",88.0,74.0,"",0
405,65,3,4f8,VI,"",106.3,92.3,"from r^3 vs V plots, ",0
406,65,3,4f8,VII,"",112.0,98.0,"estimated, ",0
407,65,3,4f8,VIII,"",118.0,104.0,"from r^3 vs V plots, ",0
408,65,3,4f8,IX,"",123.5,109.5,"from r^3 vs V plots, ",0
409,65,4,4f7,VI,"",90.0,76.0,"from r^3 vs V plots, ",0
410,65,4,4f7,VIII,"",102.0,88.0,"",0
411,43,4,4d3,VI,"",78.5,64.5,"from r^3 vs V plots, from metallic oxides, ",0
412,43,5,4d2,VI,"",74.0,60.0,"estimated, from r^3 vs V plots, ",0
413,43,7,4p6,IV,"",51.0,37.0,"",0
414,43,7,4p6,VI,"",70.0,56.0,"Ahrens (1952) ionic radius, ",0
415,52,-2,5p6,VI,"",207.0,221.0,"Pauling's (1960) crystal radius, ",0
416,52,4,5s2,III,"",66.0,52.0,"",0
417,52,4,5s2,IV,"",80.0,66.0,"",0
418,52,4,5s2,VI,"",111.0,97.0,"",0
419,52,6,4d10,IV,"",57.0,43.0,"calculated, ",0
420,52,6,4d10,VI,"",70.0,56.0,"",1
421,90,4,6p6,VI,"",108.0,94.0,"calculated, ",0
422,90,4,6p6,VIII,"",119.0,105.0,"from r^3 vs V plots, calculated, ",0
423,90,4,6p6,IX,"",123.0,109.0,"",1
